study_accession	parent_study_accession	tax_id
PRJEB32912		
PRJEB3594	PRJNA48211	487174
PRJEB3867	PRJNA34963	329854
PRJEB3868	PRJNA34963	329854
PRJEB3915	PRJNA34963	329854
PRJEB3916	PRJNA34963	329854
PRJEB3917	PRJNA34963	329854
PRJEB40090		
PRJEB40329		
PRJEB40788		
PRJEB40990		
PRJEB41206		
PRJEB41207		
PRJEB41352		
PRJEB41374		
PRJEB41375		
PRJEB41747		
PRJEB41782		
PRJEB43056		
PRJEB43512		
PRJEB43568		
PRJEB44013		
PRJEB44226		
PRJEB46415		
PRJEB50027		
PRJEB50185		
PRJEB50375		
PRJEB50380		
PRJEB50381		
PRJEB50523		
PRJEB50555		
PRJEB50595		
PRJEB50682		
PRJEB50699		
PRJEB51062		
PRJEB51258		
PRJEB51818		
PRJEB51819		
PRJEB52272		
PRJEB52492		
PRJEB52848		
PRJEB52868		
PRJEB53431		
PRJEB53451		
PRJEB53547		
PRJEB54702		
PRJEB54728		
PRJEB54963		
PRJEB55622		
PRJEB55639		
PRJEB58337		
PRJEB58804		
PRJEB60178		
PRJEB60901		
PRJEB60928		
PRJEB61012		
PRJEB61116		
PRJEB61399		
PRJEB61400		
PRJEB61457		
PRJEB62690		
PRJEB63090		
PRJEB6327		
PRJEB63592		
PRJEB64010		
PRJEB64217		
PRJEB64708		
PRJNA168081		408170
PRJNA173812		408170
PRJNA174272		408170
PRJNA175855		410661
PRJNA18213	PRJNA28331;PRJNA34999	411490
PRJNA183454		408170
PRJNA18921	PRJNA28331;PRJNA34931	428128
PRJNA19657	PRJNA28331;PRJNA34949	445971
PRJNA19659	PRJNA28331;PRJNA34951	445972
PRJNA19661	PRJNA28331;PRJNA34953	445973
PRJNA211485		410661
PRJNA215143		410661
PRJNA217690		410661
PRJNA222611		408170
PRJNA227172		1202446
PRJNA271113		408170
PRJNA27821	PRJNA27843;PRJNA28331	483214
PRJNA280159		506600
PRJNA283642		749906
PRJNA28651	PRJNA28331;PRJNA37517	500637
PRJNA28653	PRJNA28331;PRJNA37521	500635
PRJNA28659	PRJNA28331;PRJNA37525	500632
PRJNA29259	PRJNA28331;PRJNA35585	518634
PRJNA29261	PRJNA28331;PRJNA37421	518635
PRJNA29263	PRJNA28331;PRJNA37423	518636
PRJNA29269	PRJNA28331;PRJNA37425	518637
PRJNA29297	PRJNA28331;PRJNA37427	520999
PRJNA29299	PRJNA28331;PRJNA37429	521000
PRJNA298590	PRJNA9558	408170
PRJNA302325		1510822
PRJNA311987	PRJNA9559	10090
PRJNA321514		408170
PRJNA322141		408170
PRJNA322766		410661
PRJNA322917		408170
PRJNA327010		410661
PRJNA330952		749906
PRJNA330953		749906
PRJNA331138		
PRJNA335697		1602388
PRJNA338370		
PRJNA341567		408170
PRJNA353019		1510822
PRJNA356647		410661
PRJNA393680		408170
PRJNA408253		410661
PRJNA419264		749906
PRJNA432153		1602388
PRJNA447914		
PRJNA453108		1602388
PRJNA454894		410661
PRJNA464390		749906
PRJNA469525	PRJNA9559	10090
PRJNA469977		1436733
PRJNA470526		
PRJNA473064		749906
PRJNA473403		749906
PRJNA473421		749906
PRJNA475834		1861841
PRJNA476810		410661
PRJNA477863		
PRJNA479385		749906
PRJNA486024		1833763
PRJNA486878		1510822
PRJNA488110		1602388
PRJNA503086		
PRJNA506262		749906
PRJNA507887		
PRJNA507911		410661
PRJNA514340		
PRJNA517056		
PRJNA524322		
PRJNA525287		408170
PRJNA529061		
PRJNA561301		1861841
PRJNA561675		506600
PRJNA562711	PRJNA9559	10090
PRJNA563062		749906
PRJNA565124		
PRJNA573693		1521111
PRJNA574798		
PRJNA577255		
PRJNA589500		408170
PRJNA593023		1510822
PRJNA596000		
PRJNA596045		
PRJNA598446		408170
PRJNA602836		
PRJNA610239		410661
PRJNA612096		
PRJNA614988		
PRJNA616211		408170
PRJNA627537		1861841
PRJNA627543		1861841
PRJNA627544		1861841
PRJNA630819		408170
PRJNA630848		
PRJNA635258		749906
PRJNA635260		749906
PRJNA635612		
PRJNA637761	PRJNA9559	10090
PRJNA638406		408170
PRJNA639597		
PRJNA641975		408170
PRJNA642210		408170
PRJNA642689		
PRJNA642721		
PRJNA643632		749906
PRJNA648315	PRJNA648320;PRJNA9559	10090
PRJNA648319	PRJNA648320;PRJNA9559	10090
PRJNA648325	PRJNA648320;PRJNA9559	10090
PRJNA648688		
PRJNA656713		1602388
PRJNA659239	PRJNA9559	10090
PRJNA659472		
PRJNA659566		
PRJNA659815		1775950
PRJNA669585		
PRJNA721527		749906
PRJNA730593		
PRJNA733227		
PRJNA743795		
PRJNA744748		
PRJNA745400		410661
PRJNA747761		408170
PRJNA74937		9606
PRJNA74953		9606
PRJNA750063		
PRJNA756402		408170
PRJNA760298		
PRJNA761685		
PRJNA763821		408170
PRJNA767105		408170
PRJNA767592		410661
PRJNA768438		410661
PRJNA769709		
PRJNA773051		
PRJNA774344		749906
PRJNA774835		
PRJNA778613		408170
PRJNA778630		
PRJNA787624		
PRJNA787674		9606
PRJNA788092		
PRJNA789789		
PRJNA800624		
PRJNA801447		
PRJNA803998		
PRJNA806959		
PRJNA806972		
PRJNA808105		
PRJNA814397		408170
PRJNA818265		
PRJNA82567	PRJNA167400	749906
PRJNA861713		749906
PRJNA862191		1202446
PRJNA870057	PRJNA108701	74940
PRJNA872825		
PRJNA873127		
PRJNA876034		
PRJNA876811		
PRJNA876832		
PRJNA886986		
PRJNA889165		
PRJNA890666		
PRJNA899929		408170
PRJNA900227		
PRJNA902022		
PRJNA903559		
PRJNA903810		
PRJNA911758		
PRJNA913204		
PRJNA915186		
PRJNA915810		
PRJNA926643		
PRJNA931906		
PRJNA932194		410661
PRJNA932765		
PRJNA933391		
PRJNA934158		10114
PRJNA934174		
PRJNA934347		
PRJNA938304		
PRJNA948146		
PRJNA948924		
PRJNA949162	PRJNA10718	9823
PRJNA980450		410661
PRJNA980907		
PRJNA983517		408170
PRJNA986283	PRJNA9558	9606
PRJNA993811		410661
PRJDB12857		408170
PRJDB1459		410661
PRJEB30770		
PRJEB3495	PRJNA34963	329854
PRJEB3578	PRJNA34963	329854
PRJEB3736	PRJNA34963	329854
PRJEB46867		
PRJEB5066		
PRJEB51181		
PRJEB5527		
PRJEB56150		
PRJEB56492		
PRJEB57776		
PRJEB58411		
PRJEB58786		
PRJEB59345		
PRJNA171836		433724
PRJNA28663	PRJNA28331;PRJNA37519	500639
PRJNA28999	PRJNA28331;PRJNA37599	511680
PRJNA300346		1602388
PRJNA310216	PRJNA9559	10090
PRJNA326739		749906
PRJNA355051		410661
PRJNA355230		506600
PRJNA355357		408170
PRJNA359730		410661
PRJNA369556		410661
PRJNA478502		
PRJNA514972		410661
PRJNA516932		
PRJNA560950	PRJNA9558	9606
PRJNA574268		1861841
PRJNA574440		
PRJNA579147		408170
PRJNA629007		749906
PRJNA644759		
PRJNA648747		
PRJNA778719		
PRJNA801278		408170
PRJNA809091		
PRJNA826535		
PRJNA852526		410661
PRJNA947771		
PRJNA970096		
PRJDB11319		408170
PRJDB12308		2
PRJDB13707		749906
PRJDB1462		410661
PRJDB1464		410661
PRJDB16033		410661
PRJDB4237		749906
PRJDB5334		749906
PRJDB6814		408170
PRJDB9649		408170
PRJEB1709		
PRJEB31042		
PRJEB32919		
PRJEB32950		
PRJEB3543	PRJNA34963	329854
PRJEB3735	PRJNA34963	329854
PRJEB3737	PRJNA34963	329854
PRJEB40115		
PRJEB40600		
PRJEB41345		
PRJEB42013		
PRJEB43616		
PRJEB44310		
PRJEB44435		
PRJEB46735		
PRJEB46806		
PRJEB50080		
PRJEB51060		
PRJEB52712		
PRJEB53362		
PRJEB55670		
PRJEB56601		
PRJEB58105		
PRJEB58787		
PRJEB60692		
PRJEB61448		
PRJEB61888		
PRJEB62817		
PRJEB6326		
PRJEB64009		
PRJNA168589		408170
PRJNA179124		1202446
PRJNA18171	PRJNA28331;PRJNA34981	411466
PRJNA18201	PRJNA160767;PRJNA28331	411484
PRJNA19663	PRJNA28331;PRJNA34955	445974
PRJNA204944		408170
PRJNA215275		410661
PRJNA219419		410661
PRJNA234478		408170
PRJNA248890		410661
PRJNA273154		410661
PRJNA274722		408170
PRJNA275007		410661
PRJNA283199	PRJNA9559	10090
PRJNA284449		410661
PRJNA28665	PRJNA28331;PRJNA37303	500640
PRJNA288419		408170
PRJNA290203		408170
PRJNA290319		1602388
PRJNA29301	PRJNA27843;PRJNA28331	521001
PRJNA29303	PRJNA27843;PRJNA28331	521002
PRJNA29307	PRJNA28331;PRJNA37431	521003
PRJNA295324		410661
PRJNA322413		408170
PRJNA324616		410661
PRJNA342751		410661
PRJNA342765		410661
PRJNA355053		410661
PRJNA355228		506600
PRJNA355863		408170
PRJNA357039		
PRJNA407697		1861841
PRJNA430751		
PRJNA445233		
PRJNA451097		408170
PRJNA475537		408170
PRJNA476844		
PRJNA485202		410661
PRJNA489170		
PRJNA499079		408170
PRJNA503710		749906
PRJNA518919		1510822
PRJNA525343		408170
PRJNA526330	PRJNA10621	10116
PRJNA527171		410661
PRJNA527265		
PRJNA561683		1861841
PRJNA563791		408170
PRJNA578293		
PRJNA590613	PRJNA9559	10090
PRJNA591737		
PRJNA593411		1436733
PRJNA593418		
PRJNA594261		1602388
PRJNA596551		
PRJNA601338		
PRJNA612483		
PRJNA612771		
PRJNA613273	PRJNA9559	10090
PRJNA622267		
PRJNA626452		1649191
PRJNA628604		
PRJNA628744		1436733
PRJNA634229		
PRJNA635674		
PRJNA638120		410661
PRJNA638403		408170
PRJNA638404		408170
PRJNA638405		408170
PRJNA644730		408170
PRJNA647778		506600
PRJNA648317	PRJNA648320;PRJNA9559	10090
PRJNA656355		
PRJNA658828		410661
PRJNA669121		
PRJNA680828		410661
PRJNA690694		
PRJNA733576		1681198
PRJNA745364		410661
PRJNA745368		410661
PRJNA746509		408170
PRJNA749141		749906
PRJNA749645		
PRJNA753312		1441287
PRJNA754384		
PRJNA759938		
PRJNA765061		
PRJNA768309		410661
PRJNA787699	PRJNA787674;PRJNA9558	9606
PRJNA788674		
PRJNA803721		
PRJNA818501		
PRJNA852884		410661
PRJNA876070		1602388
PRJNA892741		
PRJNA901473		2951411
PRJNA903836		
PRJNA911190		
PRJNA914099		
PRJNA922894	PRJNA922889	1861841
PRJNA925551		408170
PRJNA925700		408170
PRJNA926798		
PRJNA983760		
PRJNA996903		
PRJEB10901		
PRJEB21217		
PRJEB21675		
PRJEB22365		
PRJEB22389		
PRJEB22984		
PRJEB23368		
PRJEB24461		
PRJEB26082		
PRJEB33194		
PRJEB33385		
PRJEB33615		
PRJEB33985		
PRJEB34289		
PRJEB34659		
PRJEB34855		
PRJEB35153		
PRJEB35244		
PRJEB35284		
PRJEB36555		
PRJEB36585		
PRJEB38032		
PRJEB38625		
PRJEB47095		
PRJEB49507		
PRJEB6996		
PRJEB7112		
PRJEB8298	PRJNA34963	329854
PRJNA1004737		1602388
PRJNA255266		408170
PRJNA266910		410661
PRJNA30021	PRJNA28331;PRJNA37531	537007
PRJNA30361	PRJNA28331;PRJNA37505	545696
PRJNA30373	PRJNA28331;PRJNA37437	547043
PRJNA30375	PRJNA28331;PRJNA37439	545697
PRJNA308621		1202446
PRJNA371720		
PRJNA388742		749906
PRJNA396637		1602388
PRJNA423158		
PRJNA427099	PRJNA9559	10090
PRJNA47343		410661
PRJNA542252	PRJNA9559	10090
PRJNA543195	PRJNA10718	9823
PRJNA554194		
PRJNA559351		
PRJNA559836	PRJNA9559	10090
PRJNA605598		408170
PRJNA608700		1602388
PRJNA662167	PRJNA9558	9606
PRJNA662182		408170
PRJNA671401		9606
PRJNA671402	PRJNA671401;PRJNA9558	9606
PRJNA676184		1602388
PRJNA687633		408170
PRJNA699934	PRJNA699933;PRJNA9558	9606
PRJNA738226		
PRJNA739139		
PRJNA739855		
PRJNA846561		410661
PRJNA856326	PRJNA9558	9606
PRJNA858024	PRJNA9559	10090
PRJNA859102		408170
PRJNA951426		
PRJNA977250		1602388
PRJNA977826		
PRJEB37544		
PRJNA675598		256318
PRJEB10071		
PRJEB20520		
PRJEB20546		
PRJEB20816		
PRJEB22032		
PRJEB22387		
PRJEB22388		
PRJEB22391		
PRJEB22393		
PRJEB22623		
PRJEB22765		
PRJEB23367		
PRJEB26419		
PRJEB31166		
PRJEB33137		
PRJEB34424		
PRJEB34957		
PRJEB35052		
PRJEB35119		
PRJEB35240		
PRJEB38178		
PRJEB38488		
PRJEB45549		
PRJEB45872		
PRJEB45986		
PRJEB47012		
PRJEB47014		
PRJEB47061		
PRJEB48291		
PRJEB48823		
PRJEB48996		
PRJEB7076		
PRJEB7853		
PRJEB7942		
PRJEB8299	PRJNA35225	818
PRJEB8300	PRJNA35019	820
PRJEB8301	PRJNA181963	35703
PRJEB8302	PRJNA37733	244366
PRJEB8303	PRJNA33593	37734
PRJEB8304	PRJNA49395	1354
PRJNA1000462		
PRJNA240658		408170
PRJNA267631		749906
PRJNA267632		749906
PRJNA269371		410661
PRJNA30023	PRJNA16640;PRJNA28331	537010
PRJNA308289		410661
PRJNA316772		1510822
PRJNA319139		749906
PRJNA319282		749906
PRJNA382464		1775950
PRJNA384270	PRJNA10804	9031
PRJNA398677		
PRJNA412933		
PRJNA421007		1861841
PRJNA421286		
PRJNA439299		
PRJNA449467		410661
PRJNA540154		
PRJNA540598		
PRJNA541571		
PRJNA543672		506599
PRJNA606654		
PRJNA606842		1602388
PRJNA660066		1602388
PRJNA670779		
PRJNA673917		
PRJNA674880		
PRJNA686215		410661
PRJNA686661		
PRJNA686801		408170
PRJNA687049		
PRJNA688006		
PRJNA698283		
PRJNA701730		410661
PRJNA724720		1436733
PRJNA724745		410661
PRJNA724918		
PRJNA725047		
PRJNA726847		
PRJNA729051		
PRJNA792328		
PRJNA841786		2705415
PRJNA843041		
PRJNA843121		410661
PRJNA846320		
PRJNA859560		506599
PRJNA869306		
PRJNA961925		2951411
PRJNA961974		408170
PRJNA963173		
PRJNA964437		1602388
PRJNA973843		749906
PRJNA977248		
PRJEB20175		
PRJEB21869		
PRJEB22162		
PRJEB22513		
PRJEB23147		
PRJEB26012		
PRJEB33264		
PRJEB34101		
PRJEB34956		
PRJEB35404		
PRJEB35666		
PRJEB47964		
PRJEB48838		
PRJEB49334		
PRJEB8201		
PRJEB8297	PRJNA13111	817
PRJEB8305	PRJNA35583	823
PRJNA255184		749906
PRJNA30377	PRJNA28331;PRJNA35005	613189
PRJNA318539		1602388
PRJNA421636		1436733
PRJNA423250		410661
PRJNA607469		
PRJNA608807		408170
PRJNA660631		410661
PRJNA699933		9606
PRJNA725682		410661
PRJNA795052		1436733
PRJNA856792		
PRJNA857277		408170
PRJNA977045	PRJNA9557;PRJNA977043	7955
PRJNA988157		
PRJEB22368		
PRJEB22547		
PRJEB22552		
PRJEB23402		
PRJEB24774		
PRJEB35038		
PRJEB35587		
PRJEB35785		
PRJEB36262		
PRJEB37278		
PRJEB38977		
PRJEB49870		
PRJEB9443		
PRJEB9752		
PRJNA279328		1436733
PRJNA304598		410661
PRJNA305222		433724
PRJNA396815		1861841
PRJNA427170		408170
PRJNA427505		
PRJNA427806		1202446
PRJNA436440		408170
PRJNA437812		408170
PRJNA701881		1602388
PRJNA702243		1861841
PRJNA739024		
PRJNA793823	PRJNA9555	7460
PRJNA848438		
PRJNA961076		
PRJNA974560	PRJNA9559	10090
PRJNA977046	PRJNA9557;PRJNA977043	7955
PRJNA979964		749906
PRJEB14082		
PRJEB14156		
PRJEB25411		
PRJEB25715		
PRJEB27343		
PRJEB28701		
PRJEB39893		
PRJNA1008283		1202446
PRJNA1009258		
PRJNA1009999		
PRJNA232961		408170
PRJNA400377		410661
PRJNA415305		
PRJNA481854		
PRJNA495109		1735564
PRJNA497852		410661
PRJNA548003		
PRJNA665641		
PRJNA679405		
PRJNA717677		
PRJNA784369		
PRJNA821057	PRJNA9559	10090
PRJNA821099		
PRJNA835973		
PRJNA941882	PRJNA9559	10090
PRJNA953837		
PRJEB15433		
PRJEB27531		
PRJEB29036		
PRJEB29297		
PRJNA1008984	PRJNA9559	10090
PRJNA245921		408170
PRJNA400789		
PRJNA418332		410661
PRJNA548724		410661
PRJNA549387		
PRJNA667170		408170
PRJNA798058		408170
PRJNA821505		506600
PRJNA839514		
PRJNA839609		
PRJNA667109		
PRJEB11551		
PRJEB11901		
PRJEB13050		
PRJEB13852		
PRJEB14859		
PRJEB15303		
PRJEB16059		
PRJEB25173		
PRJEB28292		
PRJEB29058		
PRJEB29678		
PRJEB29936		
PRJEB39037		
PRJEB39533		
PRJEB39681		
PRJNA1008114		
PRJNA1009814		2705415
PRJNA20553	PRJNA28331;PRJNA34973	471874
PRJNA20555	PRJNA20929;PRJNA28331	473819
PRJNA232056		408170
PRJNA242457		749906
PRJNA243426	PRJNA9558	9606
PRJNA259738	PRJNA10804	506600
PRJNA35007		47678
PRJNA361327		9606
PRJNA361411		
PRJNA389172		1775950
PRJNA401968		
PRJNA413667		1602388
PRJNA414380		1436733
PRJNA414526		410661
PRJNA414750		1436733
PRJNA418907		
PRJNA428537		
PRJNA482121		
PRJNA482169		
PRJNA482823		
PRJNA493203		408170
PRJNA531830		749906
PRJNA531928		
PRJNA531930		
PRJNA546004		749906
PRJNA548523		410661
PRJNA663722		408170
PRJNA678871		1699855
PRJNA679545		1602388
PRJNA703401		
PRJNA706782		
PRJNA707312		
PRJNA717139		408170
PRJNA718383		
PRJNA781130		
PRJNA782604		
PRJNA785662		
PRJNA795599		1510822
PRJNA798150		
PRJNA823034		749906
PRJNA823898		
PRJNA835321		
PRJNA849324		9606
PRJNA849325	PRJNA849324;PRJNA9558	9606
PRJNA952791		
PRJNA18191	PRJNA28331;PRJNA35015	411476
PRJNA18193	PRJNA28331;PRJNA35017	411477
PRJNA19859	PRJNA28331;PRJNA35031	449673
PRJNA30007	PRJNA28331;PRJNA37529	537006
PRJEB14674		
PRJEB24590		
PRJEB28327		
PRJEB30495		
PRJEB32067		
PRJEB32265		
PRJEB33256		
PRJEB34790		
PRJEB40653		
PRJEB5482		
PRJEB6456		
PRJEB6542		
PRJEB8296	PRJNA276486	85831
PRJNA171139		1202446
PRJNA18157	PRJNA28331;PRJNA35001	411462
PRJNA18197	PRJNA18223;PRJNA28331	411481
PRJNA255974		749906
PRJNA290897		408170
PRJNA299502		408170
PRJNA30025	PRJNA28331;PRJNA37533	537011
PRJNA317339		749906
PRJNA351834		410661
PRJNA563762		
PRJNA599288		
PRJNA612572		1510822
PRJNA637458		
PRJNA685154		
PRJNA688839		
PRJNA701117		408170
PRJNA728385		
PRJNA781947		410661
PRJNA850511		
PRJNA885427		
PRJDB7523		410661
PRJEB10578		
PRJEB13747		
PRJEB14943		
PRJEB18589	PRJNA608517	
PRJEB19263		
PRJEB21054		
PRJEB21169		
PRJEB21353		
PRJEB22252	PRJNA608517	
PRJEB25646		
PRJEB25954		
PRJEB29134		
PRJEB29261		
PRJEB29534		
PRJEB29583		
PRJEB30586		
PRJEB30834		
PRJEB31051		
PRJEB32077		
PRJEB32244		
PRJEB32322		
PRJEB32568		
PRJEB32648		
PRJEB33074		
PRJEB34878		
PRJEB34975		
PRJEB34982		
PRJEB37895		
PRJEB38188		
PRJEB38845		
PRJEB39062		
PRJEB39834		
PRJEB41238		
PRJEB42912		
PRJEB43280		
PRJEB45396		
PRJEB47197		
PRJEB52004		
PRJEB52094		
PRJEB52269		
PRJEB5989		
PRJEB6070		
PRJEB7604		
PRJEB8306	PRJNA12319	562
PRJEB9551		
PRJNA170783		646099
PRJNA19655	PRJNA28331;PRJNA34947	445970
PRJNA28661	PRJNA28331;PRJNA36839	500638
PRJNA289613	PRJNA608517	410661
PRJNA291299		506600
PRJNA294963		1602388
PRJNA375981		506600
PRJNA379425		
PRJNA379625		
PRJNA412111		1202446
PRJNA415307		
PRJNA417359		506600
PRJNA420817		408170
PRJNA421780		749906
PRJNA428898		408170
PRJNA432888		256318
PRJNA438164		
PRJNA478457		
PRJNA484151		
PRJNA506988		
PRJNA509897		
PRJNA513960		
PRJNA517619		506600
PRJNA528235		
PRJNA540396	PRJNA10709	9940
PRJNA559904	PRJNA9559	10090
PRJNA561088		
PRJNA574226		408170
PRJNA575606		1436733
PRJNA576314		408170
PRJNA587139		410661
PRJNA594184		
PRJNA609272		
PRJNA613707		646099
PRJNA615842		408170
PRJNA624308		
PRJNA635604		
PRJNA656435		
PRJNA669275		408170
PRJNA690557		
PRJNA717166		
PRJNA732388	PRJNA16405	1496
PRJNA744286		410661
PRJNA752174		749906
PRJNA758120		
PRJNA767939	PRJEB40770	
PRJNA778766		
PRJNA819954		
PRJNA823360		410661
PRJNA827020		408170
PRJNA832531		
PRJNA859559		2966372
PRJNA862063		
PRJNA869574		
PRJNA876044		749906
PRJNA877434		408170
PRJNA882014		
PRJNA904924		
PRJDB13048		410661
PRJDB3601		408170
PRJDB5316		408170
PRJDB7630		1861841
PRJEB12123		
PRJEB13239		
PRJEB13619		
PRJEB15418		
PRJEB20647		
PRJEB21528		
PRJEB21593		
PRJEB22577		
PRJEB23198		
PRJEB23207		
PRJEB23845	PRJNA608517	
PRJEB24006		
PRJEB28377		
PRJEB29052		
PRJEB29365		
PRJEB32925		
PRJEB33026		
PRJEB33500		
PRJEB34169		
PRJEB34398		
PRJEB35610		
PRJEB36316		
PRJEB36929		
PRJEB37035		
PRJEB38111		
PRJEB40535		
PRJEB40780		
PRJEB41316		
PRJEB42855		
PRJEB43152		
PRJEB43871		
PRJEB43938		
PRJEB4462		
PRJEB4554		
PRJEB46824		
PRJEB48980		
PRJEB49329		
PRJEB49980		
PRJEB50351		
PRJEB51232		
PRJEB53052		
PRJEB55812		
PRJEB57690		
PRJEB7637		
PRJNA18179	PRJNA28331;PRJNA34989	411470
PRJNA18195	PRJNA28331;PRJNA35019	411479
PRJNA20521	PRJNA28331;PRJNA34961	470145
PRJNA264726	PRJNA11760	749906
PRJNA268708		408170
PRJNA270898		408170
PRJNA294003		410661
PRJNA297252		408170
PRJNA297269		408170
PRJNA30027	PRJNA28331;PRJNA37535	537012
PRJNA352989		
PRJNA356809		
PRJNA357324		1348798
PRJNA421331		
PRJNA422599		
PRJNA430313		506600
PRJNA449069		749906
PRJNA476694		433724
PRJNA495920		506600
PRJNA510293		749906
PRJNA524870		
PRJNA531397		1510822
PRJNA547790		1202446
PRJNA561470		2
PRJNA564944		
PRJNA579267		408170
PRJNA580506		
PRJNA586856		
PRJNA599292		
PRJNA609715		408170
PRJNA611632		
PRJNA616183		
PRJNA628114		410661
PRJNA636006		
PRJNA641414		
PRJNA647206		749906
PRJNA656577		408170
PRJNA658850		1510822
PRJNA674564		
PRJNA678147		1436733
PRJNA687168		
PRJNA688284		
PRJNA700830	PRJEB40770	
PRJNA701745		410661
PRJNA719939		
PRJNA720094		
PRJNA721521		
PRJNA725556		
PRJNA732842		1202446
PRJNA748718		
PRJNA749331		2714341
PRJNA752219		
PRJNA753210		408170
PRJNA757904		506600
PRJNA767601		
PRJNA769551		410661
PRJNA781018		
PRJNA791007	PRJEB40770	
PRJNA801070		1202446
PRJNA807301		410661
PRJNA807511		
PRJNA808059		
PRJNA823289		410661
PRJNA825339		408170
PRJNA832071		408170
PRJNA837438		
PRJNA852512		646099
PRJNA858836		408170
PRJNA862309		1681198
PRJNA877845		
PRJNA883162		
PRJNA885289		408170
PRJNA885812		410661
PRJNA893885		408170
PRJNA902528		
PRJNA913458		
PRJNA936897		
PRJEB10006		
PRJEB18615		
PRJEB20022		
PRJEB20800		
PRJEB22181		
PRJEB22688		
PRJEB27306		
PRJEB31116		
PRJEB37101		
PRJEB37877		
PRJEB40093		
PRJEB41573		
PRJEB43937		
PRJEB4636		
PRJEB48893		
PRJEB53904		
PRJEB61541		
PRJEB8035		
PRJEB9357		
PRJNA283106		408170
PRJNA28657	PRJNA28331;PRJNA37523	500633
PRJNA289260		410661
PRJNA30005	PRJNA28331;PRJNA37527	536231
PRJNA30369	PRJNA28331;PRJNA37433	553973
PRJNA30371	PRJNA28331;PRJNA37435	547042
PRJNA313102		408170
PRJNA342660		410661
PRJNA355083		408170
PRJNA389280	PRJNA395569	
PRJNA393083		408170
PRJNA419703		506600
PRJNA419713		1510822
PRJNA482836		1602388
PRJNA489090		408170
PRJNA510235		
PRJNA526906		408170
PRJNA559860		
PRJNA589488		408170
PRJNA599311		1510822
PRJNA605026		
PRJNA611696		
PRJNA625755		
PRJNA629856		1510822
PRJNA638389		
PRJNA645685		
PRJNA647909		
PRJNA650280		
PRJNA665920		408170
PRJNA668266		408170
PRJNA673060		408170
PRJNA676655		
PRJNA687128		
PRJNA702127		
PRJNA709129		408170
PRJNA733904		
PRJNA737472		408170
PRJNA749064		
PRJNA760529		
PRJNA813033		
PRJNA846164		
PRJNA891498		1861841
PRJNA893867		2790308
PRJNA906728		
PRJNA924022		
PRJNA929986		
PRJNA940490		
PRJNA18159	PRJNA28331;PRJNA35003	411463
PRJNA18173	PRJNA28331;PRJNA34983	411467
PRJEB4354		
PRJEB44965		
PRJNA17391	PRJNA17401	410661
PRJNA17397	PRJNA17401	410661
PRJNA18147	PRJNA28331;PRJNA34975	411459
PRJNA18153	PRJNA28331;PRJNA34977	411460
PRJNA39859		410661
PRJEB39493		
PRJNA112197		
PRJNA119317	PRJNA9559	10090
PRJNA17393	PRJNA17401	410661
PRJNA17395	PRJNA17401	410661
PRJNA17399	PRJNA17401	410661
PRJNA17401		410661
PRJNA802563		410661
PRJEB44071		
PRJNA17385	PRJNA17401	410661
PRJNA18163	PRJNA28331;PRJNA35007	411901
PRJNA550526	PRJNA550524	410661
PRJEB3085		
PRJNA125605	PRJNA9559	10090
PRJNA174570	PRJNA9559	10090
PRJNA18155	PRJNA28331;PRJNA37561	411461
PRJNA18165	PRJNA28331;PRJNA35009	411902
PRJNA268964		408170
PRJNA289586		408170
PRJNA550137	PRJNA550524;PRJNA9559	10090
PRJNA59781		749906
PRJNA703055		1436733
PRJDB13381		410661
PRJDB6128		410661
PRJDB7579		1588881
PRJEB10915		
PRJEB11252		
PRJEB11512		
PRJEB11685		
PRJEB11841		
PRJEB18915		
PRJEB20367		
PRJEB20801		
PRJEB23053		
PRJEB24529		
PRJEB24748		
PRJEB25441		
PRJEB25948		
PRJEB26167		
PRJEB26908		
PRJEB27304		
PRJEB27308		
PRJEB29315		
PRJEB29527		
PRJEB29775		
PRJEB29776		
PRJEB29790		
PRJEB33556		
PRJEB35063		
PRJEB35144		
PRJEB36303		
PRJEB36461		
PRJEB36802		
PRJEB37005		
PRJEB38352		
PRJEB38446		
PRJEB38717		
PRJEB39250		
PRJEB39298		
PRJEB40730		
PRJEB43505		
PRJEB43611		
PRJEB44042		
PRJEB51776		
PRJEB5185		
PRJEB51982		
PRJEB52634		
PRJEB52774		
PRJEB64567		
PRJEB7171		
PRJEB8094		
PRJEB8384		
PRJEB8977		
PRJEB9715		
PRJNA1001927	PRJNA9559	10090
PRJNA120299	PRJNA9559	10090
PRJNA130427		
PRJNA147907	PRJNA9559	10090
PRJNA150943	PRJNA35225	818
PRJNA167347		408170
PRJNA168188		1202446
PRJNA18169	PRJNA28331;PRJNA34979	411465
PRJNA185467		410661
PRJNA191614		
PRJNA202303		408170
PRJNA210444	PRJNA210447	
PRJNA212536	PRJNA210447	
PRJNA221526		408170
PRJNA230827		749906
PRJNA235167		408170
PRJNA237141		408170
PRJNA242530	PRJNA9559	10090
PRJNA251346	PRJNA9559	410661
PRJNA261779		408170
PRJNA261782		408170
PRJNA261999		408170
PRJNA262002		408170
PRJNA262714		408170
PRJNA262728		408170
PRJNA262851		408170
PRJNA262962		408170
PRJNA262963		408170
PRJNA263235		408170
PRJNA263238		408170
PRJNA263315		408170
PRJNA263323		408170
PRJNA263703		408170
PRJNA264133		410661
